panel,evolution,curve,curve_r,n_data,N,M,panel_r_reservoir,R_panel,total_qubits_panel,C,Delta,delta_t,tau,gamma,t_over_tau,t,F
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.043333333333333335,27.894211150220155,0.6657430112748258
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.045,28.967065425228622,0.6795264286325059
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.04666666666666667,30.039919700237093,0.6927414731499334
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.04833333333333334,31.11277397524556,0.7054115822430373
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.05,32.18562825025403,0.7175592268627324
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.05166666666666667,33.258482525262494,0.7292059513480583
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.05333333333333334,34.33133680027096,0.7403724116359371
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.055,35.40419107527943,0.7510784118953129
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.05666666666666667,36.477045350287895,0.7613429396506453
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.058333333333333334,37.54989962529636,0.7711841994570539
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.06,38.62275390030483,0.7806196451868309
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.06166666666666667,39.695608175313296,0.7896660109845914
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.06333333333333334,40.76846245032176,0.7983393409459545
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.065,41.84131672533023,0.8066550175723963
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.06666666666666667,42.9141710003387,0.814627789052738
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.06833333333333334,43.98702527534717,0.8222717954196559
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07,45.05987955035564,0.8296005936276005
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07166666666666667,46.132733825364106,0.8366271815966042
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07333333333333333,47.20558810037257,0.8433640212646176
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07500000000000001,48.27844237538104,0.849823060689261
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07666666666666667,49.35129665038951,0.8560157552381873
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.07833333333333334,50.424150925397974,0.8619530879056403
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.08,51.49700520040644,0.8676455887912387
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.08166666666666667,52.56985947541491,0.8731033537755344
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.08333333333333334,53.642713750423376,0.878336062425464
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.085,54.71556802543184,0.8833529951614535
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.08666666666666667,55.78842230044031,0.8881630497166177
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.08833333333333333,56.86127657544878,0.8927747569172513
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09,57.934130850457244,0.8971962958125932
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09166666666666667,59.00698512546571,0.9014355081807017
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09333333333333334,60.079839400474185,0.9054999124361653
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09500000000000001,61.15269367548265,0.9093967169643141
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09666666666666668,62.22554795049112,0.9131328329055837
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.09833333333333334,63.298402225499586,0.9167148864127015
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.1,64.37125650050805,0.9201492304024375
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.10166666666666667,65.44411077551652,0.9234419558227579
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.10333333333333335,66.51696505052499,0.9265989024553689
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.10500000000000001,67.58981932553345,0.9296256692728049
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.10666666666666667,68.66267360054192,0.9325276243684331
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.10833333333333334,69.73552787555039,0.9353099144769839
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.11,70.80838215055886,0.9379774741024937
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.11166666666666668,71.88123642556732,0.9405350342698466
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.11333333333333334,72.95409070057579,0.9429871309154391
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.115,74.02694497558426,0.9453381129318462
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.11666666666666667,75.09979925059272,0.9475921498807586
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.11833333333333333,76.17265352560119,0.9497532393878688
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.12,77.24550780060966,0.9518252142328223
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.12166666666666667,78.31836207561813,0.9538117491468067
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.12333333333333334,79.39121635062659,0.9557163673298366
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.125,80.46407062563506,0.9575424466992911
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.12666666666666668,81.53692490064353,0.9592932258807872
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.12833333333333333,82.609779175652,0.9609718099520129
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.13,83.68263345066046,0.962581175949708
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.13166666666666665,84.75548772566893,0.9641241781495598
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.13333333333333333,85.8283420006774,0.9656035531283758
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.135,86.90119627568588,0.9670219246175136
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.1366666666666667,87.97405055069434,0.9683818081561749
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.13833333333333336,89.04690482570281,0.9696856155528153
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.14,90.11975910071128,0.9709356591625848
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.1416666666666667,91.19261337571974,0.9721341559883829
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.14333333333333334,92.26546765072821,0.973283231612803
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.14500000000000002,93.33832192573668,0.9743849239679386
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.14666666666666667,94.41117620074515,0.9754411869497395
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.14833333333333334,95.48403047575361,0.9764538938833237
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.15000000000000002,96.55688475076208,0.9774248408453967
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.15166666666666667,97.62973902577055,0.9783557498496652
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.15333333333333335,98.70259330077901,0.9792482719008986
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.155,99.77544757578748,0.9801039899230525
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.15666666666666668,100.84830185079595,0.9809244215666483
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.15833333333333335,101.92115612580442,0.981711021900388
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.16,102.99401040081288,0.9824651859917772
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.16166666666666668,104.06686467582135,0.9831882513813339
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.16333333333333333,105.13971895082982,0.9838815004547706
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.165,106.21257322583828,0.9845461627173573
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.16666666666666669,107.28542750084675,0.9851834169744986
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.16833333333333333,108.35828177585522,0.9857943934223931
a,continuous,BJ,4,10,1024,1,4,16,14,5.0,0.00976085546369597,3.141592653589793,643.7125650050805,0.03925072872639879,0.17,109.43113605086369,0.9863801756524817
