panel,evolution,curve,curve_r,n_data,N,M,panel_r_reservoir,R_panel,total_qubits_panel,Delta,delta_t,tau,gamma,t_over_tau,t,F
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5716666666666665,98.75072907783915,0.08403843710750901
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5733333333333333,98.85544883295881,0.08367621558254687
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.575,98.96016858807847,0.08331491593895367
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5766666666666664,99.06488834319813,0.08295462692881822
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5783333333333331,99.1696080983178,0.08259543151030761
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5799999999999998,99.27432785343746,0.08223740625397433
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5816666666666666,99.37904760855712,0.08188062079132835
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5833333333333333,99.48376736367678,0.0815251373095622
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.585,99.58848711879644,0.08117101009603436
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5866666666666667,99.6932068739161,0.0808182851357838
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5883333333333334,99.79792662903576,0.08046699976498564
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5899999999999999,99.90264638415542,0.0801171823829177
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5916666666666666,100.00736613927508,0.07976885222458219
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5933333333333333,100.11208589439474,0.0794220191957493
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.595,100.2168056495144,0.07907668377175998
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5966666666666667,100.32152540463406,0.0787328369609959
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.5983333333333334,100.42624515975372,0.07839046033349858
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6,100.53096491487338,0.07804952611476536
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6016666666666666,100.63568466999304,0.07770999734431353
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6033333333333333,100.7404044251127,0.07737182809817236
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.605,100.84512418023236,0.07703496377401015
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6066666666666667,100.94984393535202,0.07669934143718123
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6083333333333332,101.05456369047167,0.07636489022556568
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6099999999999999,101.15928344559133,0.07603153181065125
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6116666666666666,101.26400320071099,0.07569918091193138
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6133333333333333,101.36872295583065,0.0753677458613172
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6149999999999998,101.47344271095031,0.07503712921389497
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6166666666666665,101.57816246606997,0.07470722840106656
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6183333333333332,101.68288222118963,0.07437793642176348
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6199999999999999,101.78760197630929,0.074049142567188
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6216666666666666,101.89232173142895,0.07372073317426774
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6233333333333333,101.99704148654861,0.07339259240280327
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.625,102.10176124166827,0.07306460303111163
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6266666666666665,102.20648099678793,0.0727366472648083
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6283333333333332,102.31120075190759,0.07240860755327769
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.63,102.41592050702725,0.07208036740828383
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6316666666666666,102.52064026214691,0.07175181221916124
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6333333333333333,102.62536001726657,0.07142283005899636
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.635,102.73007977238623,0.07109331247627304
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6366666666666667,102.8347995275059,0.07076315526650226
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6383333333333334,102.93951928262555,0.07043225921848817
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.64,103.04423903774521,0.07010053083001574
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6416666666666666,103.14895879286487,0.06976788298793238
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6433333333333333,103.25367854798453,0.06943423560780856
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.645,103.3583983031042,0.0690995162286144
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6466666666666667,103.46311805822386,0.06876366055812931
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6483333333333332,103.5678378133435,0.06842661296510963
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.65,103.67255756846316,0.06808832691457944
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6516666666666666,103.77727732358282,0.06774876534297883
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.653333333333333,103.88199707870248,0.06740790097027961
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6549999999999998,103.98671683382214,0.06706571654659937
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6566666666666665,104.0914365889418,0.06672220503126966
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6583333333333332,104.19615634406146,0.0663773697027466
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.66,104.30087609918112,0.06603122419822703
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6616666666666666,104.40559585430078,0.06568379248228709
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6633333333333333,104.51031560942045,0.0653351087443313
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6649999999999998,104.6150353645401,0.06498521722512786
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6666666666666665,104.71975511965977,0.06463417197317871
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6683333333333332,104.82447487477943,0.0642820365321436
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.67,104.92919462989909,0.06392888356102551
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6716666666666666,105.03391438501875,0.06357479438925798
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6733333333333333,105.13863414013841,0.06321985850931935
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.675,105.24335389525807,0.06286417300990765
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6766666666666667,105.34807365037773,0.0625078419531423
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6783333333333332,105.45279340549739,0.06215097569965758
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.68,105.55751316061705,0.06179369018581566
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6816666666666666,105.66223291573671,0.061436106157632425
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6833333333333333,105.76695267085637,0.061078348366321186
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.685,105.87167242597603,0.060720544730646246
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6866666666666668,105.97639218109569,0.06036282547154978
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6883333333333332,106.08111193621534,0.06000532222472907
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6899999999999997,106.185831691335,0.059648167137026704
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6916666666666664,106.29055144645466,0.05929149195265494
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6933333333333331,106.39527120157432,0.05893542709538146
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6949999999999998,106.49999095669398,0.058580100752870276
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6966666666666665,106.60471071181364,0.05822563796941611
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.6983333333333333,106.7094304669333,0.05787215975328139
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7,106.81415022205296,0.05751978220480305
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7016666666666667,106.91886997717262,0.05716861567134838
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7033333333333331,107.02358973229228,0.056818763935048186
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7049999999999998,107.12830948741194,0.05647032343908018
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7066666666666666,107.2330292425316,0.05612338255804206
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7083333333333333,107.33774899765126,0.055778020917716234
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.71,107.44246875277092,0.05543430876922837
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7116666666666667,107.54718850789058,0.05509230642228577
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7133333333333334,107.65190826301024,0.05475206374180518
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.715,107.7566280181299,0.054413619711879455
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7166666666666666,107.86134777324956,0.054077002070579104
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7183333333333333,107.96606752836922,0.053742227018664115
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.72,108.07078728348888,0.05340929900480142
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7216666666666667,108.17550703860854,0.053078210589392515
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7233333333333334,108.2802267937282,0.05274894238861605
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.725,108.38494654884786,0.05242146309975605
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7266666666666666,108.48966630396751,0.052095729608359176
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.728333333333333,108.59438605908717,0.05177168717722709
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7299999999999998,108.69910581420683,0.05144926971669312
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7316666666666665,108.80382556932649,0.05112840013509926
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7333333333333332,108.90854532444615,0.05080899076783131
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7349999999999999,109.01326507956581,0.05049094388274598
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7366666666666666,109.11798483468547,0.050174152259290145
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7383333333333333,109.22270458980513,0.049858499838097245
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.74,109.3274243449248,0.049543862437354536
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7416666666666665,109.43214410004445,0.049230108531752345
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7433333333333332,109.53686385516411,0.04891710008937972
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7449999999999999,109.64158361028377,0.04860469346149823
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7466666666666666,109.74630336540343,0.048292740319735475
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7483333333333333,109.8510231205231,0.04798108863486786
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.75,109.95574287564276,0.0476695836910436
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7516666666666667,110.06046263076242,0.04735806912899074
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7533333333333332,110.16518238588208,0.04704638801151803
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.755,110.26990214100174,0.04673438390438947
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7566666666666666,110.3746218961214,0.04642190196549982
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7583333333333333,110.47934165124106,0.04610879003514673
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.76,110.58406140636072,0.045794899720113816
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7616666666666667,110.68878116148038,0.04548008746425741
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7633333333333334,110.79350091660004,0.045164215598295795
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7650000000000001,110.8982206717197,0.04484715336156683
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7666666666666664,111.00294042683934,0.044528777888628725
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.768333333333333,111.107660181959,0.04420897515373204
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7699999999999998,111.21237993707867,0.0438876408663999
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7716666666666665,111.31709969219833,0.043564681311594494
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7733333333333332,111.42181944731799,0.04324001412824609
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.775,111.52653920243765,0.042913569020248524
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7766666666666666,111.6312589575573,0.04258528839441306
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7783333333333333,111.73597871267697,0.04225512792026951
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7799999999999998,111.84069846779663,0.04192305700707269
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7816666666666665,111.94541822291629,0.04158905919384736
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7833333333333332,112.05013797803595,0.041253132448820354
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.785,112.15485773315561,0.040915289375147365
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7866666666666666,112.25957748827527,0.04057555732039548
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7883333333333333,112.36429724339493,0.04023397838784713
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.79,112.46901699851459,0.039890609348300854
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7916666666666665,112.57373675363425,0.039545521451668314
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7933333333333332,112.67845650875391,0.03919880013830601
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.795,112.78317626387357,0.038850544650672156
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7966666666666666,112.88789601899323,0.03850086754653198
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.7983333333333333,112.99261577411289,0.03814989411560557
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8,113.09733552923255,0.03779776170217705
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8016666666666667,113.20205528435221,0.03744461893683117
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8033333333333335,113.30677503947187,0.03709062488110362
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.805,113.41149479459153,0.03673594808943562
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8066666666666664,113.51621454971118,0.036380765593414285
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8083333333333331,113.62093430483084,0.036025261813840456
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8099999999999998,113.7256540599505,0.03566962740669877
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8116666666666665,113.83037381507016,0.035314058049610395
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8133333333333332,113.93509357018982,0.03495875317581534
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.815,114.03981332530948,0.03460391466316008
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8166666666666664,114.14453308042914,0.03424974548595779
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8183333333333331,114.2492528355488,0.033896448337926204
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8199999999999998,114.35397259066846,0.03354422423471588
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8216666666666665,114.45869234578812,0.033193271104776795
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8233333333333333,114.56341210090778,0.03284378237752243
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.825,114.66813185602744,0.03249594557787844
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8266666666666667,114.7728516111471,0.03214994093641196
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8283333333333334,114.87757136626676,0.03180594002425063
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8299999999999998,114.98229112138642,0.0314641044219966
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8316666666666666,115.08701087650608,0.031124584431746
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8333333333333333,115.19173063162575,0.03078751784119979
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.835,115.2964503867454,0.030453028748649406
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8366666666666667,115.40117014186507,0.030121226457379538
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8383333333333334,115.50588989698473,0.029792204447714847
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.84,115.61060965210439,0.02946603943459091
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8416666666666668,115.71532940722405,0.02914279051810706
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8433333333333333,115.82004916234371,0.02882249843406528
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.845,115.92476891746337,0.028505184910985186
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8466666666666665,116.02948867258301,0.028190852139531066
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8483333333333332,116.13420842770267,0.027879482359692676
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8499999999999999,116.23892818282233,0.02757103757041662
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8516666666666666,116.343647937942,0.027265459365725723
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8533333333333333,116.44836769306166,0.02696266890064405
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8549999999999998,116.55308744818132,0.02666256698952768
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8566666666666665,116.65780720330098,0.026365034338637374
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8583333333333332,116.76252695842064,0.026069931914013633
a,continuous,dissipative,4,10,1024,1,4,16,14,0.1,3.141592653589793,62.83185307179586,0.003831206899431179,1.8599999999999999,116.8672467135403,0.02577710144492884
