record_type,n_data,N,sqrtN,M,r,R,C,delta_mode,Delta,tau,gamma,target,t,t_over_sqrtN,t_over_tau,F_exact,F_BJ,t_solution_exact,t_solution_BJ,fit_slope_through_origin
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,806.1671715744016,12.596362055850024,0.9958298582151792,0.9971216458051352,0.9999525631652842,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,806.9773898372904,12.609021716207662,0.9968306922435362,0.996623081059565,0.9999530354466194,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,807.7876081001792,12.6216813765653,0.9978315262718931,0.9960672774004272,0.9999535030259196,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,808.5978263630681,12.634341036922939,0.9988323603002501,0.9954505843044482,0.9999539659499981,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,809.4080446259569,12.647000697280577,0.9998331943286071,0.9947693062907947,0.9999544242652024,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,810.2182628888457,12.659660357638215,1.000834028356964,0.9940197137094573,0.9999548780174187,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,811.0284811517347,12.672320017995855,1.001834862385321,0.9931980539944283,0.9999553272520757,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,811.8386994146235,12.684979678353493,1.002835696413678,0.9923005633407618,0.9999557720141506,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,812.6489176775124,12.69763933871113,1.003836530442035,0.9913234787617626,0.9999562123481723,357.0776195278951,372.87963450946785,
curve,12,4096,64.0,1,4,16,10.0,unknown,0.0077613970826532035,809.5430810031052,0.012349631327046884,0.99,813.4591359404012,12.710298999068769,1.0048373644703918,0.9902630504798138,0.9999566482982266,357.0776195278951,372.87963450946785,
